id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30014004,Modern Brooklyn Condo,394891,Ray,Brooklyn,Crown Heights,40.67826,-73.96379,Entire home/apt,200,4,2,2019-01-03,0.25,1,8
30014439,East Village Gem - The Garden Dream,35422741,Alexia,Manhattan,East Village,40.73015,-73.98447,Entire home/apt,350,3,3,2019-06-16,0.48,1,5
30014743,Cute & quiet 1BR in East Village,4817341,Lauren,Manhattan,East Village,40.7288,-73.98058,Entire home/apt,200,2,6,2019-06-23,0.95,1,7
30014866,DaDukes Giza,139879568,Alberto,Queens,Long Island City,40.76538,-73.93882,Private room,85,1,18,2019-05-27,2.5,6,363
30015529,"Quiet, Sun-Filled, 1BR Williamsburg Apt",53444504,Harvey,Brooklyn,Williamsburg,40.71633,-73.94138,Entire home/apt,200,1,5,2019-06-16,0.66,1,0
30015658,private spacious LES bedroom,220601248,Nora,Manhattan,Lower East Side,40.71752,-73.98887,Private room,75,2,24,2019-06-23,3.14,2,7
30015731,1 Bedroom Spacious and Cozy UWS Apartment,43043667,Dina,Manhattan,Upper West Side,40.78105,-73.97633,Entire home/apt,249,2,13,2019-02-28,1.82,1,0
30015813,Newly renovated house with a rooftop near Downtown,225618164,Sergii,Brooklyn,Gowanus,40.68198,-73.98962,Private room,77,30,0,,,3,365
30016740,Cozy Yogi Crash Pad :),224637257,Shep,Brooklyn,Flatbush,40.64491,-73.9573,Private room,55,2,17,2019-04-28,2.31,2,142
30017676,KOREA FOOD TOWN! Affordable Price! Ideal for 1or2!,162496355,Chanhee,Queens,Flushing,40.76531,-73.8138,Private room,43,2,6,2019-01-05,0.8,1,0
30017757,Next to Central Park,2653479,Brian,Manhattan,Upper West Side,40.79505,-73.96382,Private room,90,2,2,2019-04-17,0.59,4,43
30018448,A lovely room in a very quiet area waiting for you,173287467,Sonali,Queens,College Point,40.79469,-73.84544,Private room,50,5,0,,,1,0
30018456,COMFORTABLE PRIVATE ROOM IN FLATBUSH!,72015600,XaXa,Brooklyn,Flatbush,40.64664,-73.95486,Private room,60,1,3,2019-01-27,0.48,1,0
30018946,Best View in Brooklyn —> Private Modern Penthouse,14482375,Lara & David,Brooklyn,Greenpoint,40.72074,-73.94371,Entire home/apt,95,3,0,,,3,0
30019462,Beautiful Times Square Apt. Heart of Manhattan!,219848970,Javier,Manhattan,Hell's Kitchen,40.76203,-73.99353,Entire home/apt,600,3,0,,,2,17
30019511,Hard to Find!!! Entire private floor and 2 baths,17022165,Jess,Manhattan,Lower East Side,40.72042,-73.98414,Private room,159,2,29,2019-07-04,4.39,1,209
30019535,NewYork Downtown aloft,38216858,Silver,Manhattan,Financial District,40.70772,-74.01489,Private room,220,1,1,2019-05-21,0.6,4,365
30020090,Large Chic Uptown NYC Apartment,225646557,Mike,Manhattan,Washington Heights,40.83901,-73.93802,Entire home/apt,199,2,18,2019-07-01,2.56,1,171
30020439,Airy Brooklyn Limestone : 3 Bedroom Suite!,3393434,Billye And Joe,Brooklyn,Crown Heights,40.67152,-73.94712,Private room,600,3,0,,,2,89
30020524,LES Penthouse,36560763,Daniel,Manhattan,Lower East Side,40.71762,-73.98606,Entire home/apt,450,2,0,,,1,0
30020930,Romantic Upper East Side  studio,183924446,Rose,Manhattan,Upper East Side,40.77064,-73.95124,Entire home/apt,150,3,11,2019-06-22,1.56,1,49
30021086,"Room in a Cosy Appartment, Midtown, Grand Central",92963604,Barthelemy,Manhattan,Midtown,40.75638,-73.9675,Private room,100,3,6,2019-04-21,0.85,1,45
30021315,Central Park studio,88161763,Bethlehem,Manhattan,Upper West Side,40.79672,-73.96169,Entire home/apt,150,2,29,2019-06-25,3.97,1,11
30021600,Tasteful Bright Studio Loft in Historic Brownstone,225655167,David,Brooklyn,Bedford-Stuyvesant,40.6887,-73.92742,Entire home/apt,150,5,3,2019-03-15,0.46,1,24
30021914,Pelham Gardens Entire Home *Newly Built*,153817,Sadio,Bronx,Pelham Gardens,40.86279,-73.83947,Entire home/apt,87,2,26,2019-06-30,3.42,1,7
30023607,Sunny bedroom with a view in East Village/LES/NYC,29217011,Eb,Manhattan,Lower East Side,40.72122,-73.98652,Private room,85,4,2,2019-01-04,0.28,1,0
30027892,Stunning Garden Apartment in Prospect Heights,91851098,Matthew,Brooklyn,Prospect Heights,40.67786,-73.97029,Entire home/apt,110,2,5,2019-04-26,0.89,1,0
30029651,Home away from home.,115741895,Damian,Queens,St. Albans,40.7008,-73.75121,Private room,70,2,3,2019-05-19,0.4,2,186
30029831,Classic Comfort Private Suite in the Heights,8556404,Chris,Manhattan,Washington Heights,40.85229,-73.9394,Private room,97,2,0,,,1,365
30030480,Charming West Village Studio w/ Gym + Doorman by Blueground,107434423,Blueground,Manhattan,West Village,40.72943,-74.00243,Entire home/apt,269,30,1,2019-01-05,0.16,232,234
30031616,Bright UES 1BR w/Doorman 15m walk to Central Park by Blueground,107434423,Blueground,Manhattan,Upper East Side,40.77196,-73.95175,Entire home/apt,255,30,0,,,232,157
30031841,Private room with awesome Manhattan view,225618164,Sergii,Brooklyn,Gowanus,40.68155,-73.98947,Private room,79,30,0,,,3,365
30033284,"Spunky Wall Street 1BR w/Speakeasy, Doorman + Gym by Blueground",107434423,Blueground,Manhattan,Financial District,40.70462,-74.00912,Entire home/apt,248,30,0,,,232,338
30033478,Invincible river view Central Park North,225724159,Co,Manhattan,Harlem,40.81857,-73.9557,Private room,59,1,2,2019-02-03,0.36,1,0
30034070,Private Patio Studio,211549023,Studioplus,Manhattan,Midtown,40.74687,-73.98836,Entire home/apt,220,2,8,2019-06-14,1.48,13,315
30034260,Bright Ultimate View with Balcony + Roof Access,225730907,Theo,Brooklyn,Bushwick,40.69936,-73.9242,Entire home/apt,170,2,36,2019-07-02,5.24,1,191
30035166,4-Floor Unique Event Space 50P Cap. - #10299B,172611460,Rasmus,Manhattan,Harlem,40.82511,-73.94961,Entire home/apt,5000,1,2,2019-02-23,0.38,2,150
30035973,Astoria's Tranquil Home Away From Home,160493366,Kat,Queens,Ditmars Steinway,40.76992,-73.89719,Entire home/apt,62,5,3,2019-05-18,0.76,1,6
30036315,Room in Williamburg BK,120939023,Maria Fernanda,Brooklyn,Williamsburg,40.71837,-73.95882,Private room,99,2,9,2019-06-17,1.16,2,46
30036390,Luxury Living Condo,225620845,Maria,Brooklyn,Sheepshead Bay,40.58403,-73.95692,Entire home/apt,180,3,4,2019-06-09,0.63,3,156
30036783,Bright and spacious 2 bed apartment,225748084,Kimberley,Brooklyn,Crown Heights,40.67726,-73.95573,Entire home/apt,140,7,0,,,1,0
30037000,Calm apartment in Brooklyn,3297399,Adero,Brooklyn,East Flatbush,40.64391,-73.94833,Entire home/apt,57,1,6,2019-01-08,0.8,1,0
30037339,Luxury Living Condo 2 bdr,225620845,Maria,Brooklyn,Sheepshead Bay,40.58496,-73.95739,Entire home/apt,250,3,4,2019-06-23,0.62,3,360
30037892,Private room | Beautiful apartment in West Village,23020619,Lorenzo,Manhattan,West Village,40.73444,-74.00562,Private room,190,2,4,2019-04-27,0.53,2,0
30037932,Loft with Room in Exclusive Area near Free Ferry,183625602,Leslie,Staten Island,Tompkinsville,40.62917,-74.08619,Entire home/apt,120,3,15,2019-07-01,1.92,1,166
30038038,Large Loft Times Square Apartment,39770685,Mike,Manhattan,Hell's Kitchen,40.75551,-73.99236,Entire home/apt,300,4,8,2019-06-23,1.06,1,7
30038130,Manhattan Penthouse,213781715,Anting,Manhattan,NoHo,40.72865,-73.99148,Entire home/apt,179,1,0,,,33,179
30038208,LUX TOP LOC OWN ENTRY GUEST SUITE 1BR+SPABATH+LV!,225706084,Mikki & Doni,Brooklyn,Prospect-Lefferts Gardens,40.65786,-73.95813,Entire home/apt,135,2,29,2019-06-29,4.01,1,80
30038245,Spacious Room In The Heart Of Harlem,6480134,Johanna,Manhattan,Harlem,40.82414,-73.93912,Private room,60,4,11,2019-06-18,1.53,2,161
30038280,Cozy & clean 1 Bedroom apartment,22749087,Marie,Manhattan,East Village,40.72514,-73.98504,Entire home/apt,175,3,7,2019-03-30,0.9,1,110
30038437,Luxe and Quiet 1 Bdrm Upper East Side Apartment,15605409,Jackie,Manhattan,Upper East Side,40.77064,-73.96197,Entire home/apt,345,7,15,2019-06-14,1.92,1,21
30038438,Your Manhattan Home,213781715,Anting,Brooklyn,Greenpoint,40.73278,-73.95368,Private room,119,1,0,,,33,180
30039638,Airy and Bright 1 bedroom APT in Brooklyn.,75224005,Michael,Brooklyn,Windsor Terrace,40.65696,-73.97942,Entire home/apt,130,7,1,2019-06-27,1.0,1,11
30040019,Private Boutique One Bedroom,2021640,Lina,Manhattan,Upper East Side,40.77717,-73.95404,Entire home/apt,182,2,28,2019-07-02,3.85,1,64
30040977,Cozy two room studio upper east side NYC,48860816,Christina,Manhattan,Upper East Side,40.77487,-73.95654,Entire home/apt,123,1,0,,,1,0
30041344,Harlem 5th Avenue Room,19531024,Emmanuel,Manhattan,Harlem,40.80877,-73.94122,Private room,100,2,0,,,2,0
30041537,"""Home sweet Home""  Welcome friends",224315550,Leonardo,Brooklyn,Williamsburg,40.70956,-73.96552,Private room,90,2,39,2019-06-26,5.37,2,78
30041554,Huge Apartment Harlem on 5th av,19531024,Emmanuel,Manhattan,Harlem,40.80945,-73.94183,Entire home/apt,175,3,1,2019-01-01,0.16,2,46
30043083,Home away from home lodging #1  (1 Bed- 1 guest),225790094,Vena,Brooklyn,East Flatbush,40.65129,-73.92696,Private room,35,1,10,2019-07-02,1.32,3,83
30043303,Cosy entire apartment in great location,22826759,Fuchsia,Brooklyn,Greenpoint,40.72051,-73.95464,Entire home/apt,103,3,3,2019-05-19,0.46,1,11
30043557,Relaxing private bedroom,225454310,Tosin,Queens,Far Rockaway,40.59802,-73.75497,Private room,70,1,12,2019-06-19,1.69,4,361
30043754,Spacious bedroom in Midtown East Manhattan,2559403,Belen,Manhattan,Midtown,40.75959,-73.97084,Private room,100,3,1,2018-12-31,0.16,1,0
30043809,Comfy private bedroom,225454310,Tosin,Queens,Far Rockaway,40.59836,-73.75555,Private room,50,1,12,2019-04-28,1.55,4,363
30043966,Beautiful Bed-Stuy Brownstone on tree line block.,133723890,Elle,Brooklyn,Bedford-Stuyvesant,40.6871,-73.92449,Entire home/apt,125,3,20,2019-06-24,2.58,1,339
30045214,room in cozy exposed brick apt with HUGE BALCONY,33235360,Guy,Brooklyn,Williamsburg,40.70903,-73.94416,Private room,60,2,14,2019-06-26,1.89,2,14
30045461,Boho bungalow in Harlem,67658340,Caitlyn,Manhattan,Harlem,40.81691,-73.94124,Private room,70,2,17,2019-06-29,2.44,1,27
30045865,Upper East Side Studio by NÔM Stays,224655849,Nôm,Manhattan,East Harlem,40.78918,-73.94834,Entire home/apt,110,30,1,2019-02-12,0.2,2,0
30046140,Central Park 2 Bedroom Escape in South Harlem,59011845,Aksel,Manhattan,Harlem,40.7997,-73.9534,Entire home/apt,600,3,0,,,1,83
30046174,Spacious Loft steps from Central Park by NÔM Stays,224655849,Nôm,Manhattan,East Harlem,40.79052,-73.94838,Entire home/apt,120,29,1,2019-05-31,0.77,2,0
30046332,Private Room in Heart of Downtown NYC,11718279,Annette,Manhattan,Financial District,40.70815,-74.00513,Private room,115,2,4,2019-01-01,0.55,1,177
30046359,The Ultimate Dumbo Pad - 1 Large Bedroom~Sleeps 4,26603179,Gal,Brooklyn,DUMBO,40.7034,-73.98544,Entire home/apt,219,3,16,2019-06-26,2.5,1,332
30046573,Cheery Chelsea Charmer... best location!,3896863,Susanna And Ricki,Manhattan,Chelsea,40.74164,-73.99656,Entire home/apt,250,3,18,2019-06-21,3.44,1,51
30046737,The Rich Home:minutes to JFK & 30min to the City,225813251,Latasha,Queens,St. Albans,40.6968,-73.76592,Entire home/apt,135,1,69,2019-07-02,10.67,1,158
30047100,Big brownstone apartment in prime Williamsburg,22588056,Amy,Brooklyn,Williamsburg,40.71323,-73.96319,Entire home/apt,90,7,1,2019-01-02,0.16,1,0
30047357,BEAUTIFUL COZY ROOM IN HOUSE,204906313,Iryna,Brooklyn,Sheepshead Bay,40.59021,-73.948,Private room,55,1,45,2019-06-15,5.74,3,83
30047371,Home away from Home! 25 Mins from Time Square,59240650,Angely,Manhattan,Inwood,40.8597,-73.92748,Private room,75,2,5,2019-01-05,0.66,1,0
30048135,Garden 1BR in Brooklyn Heights,78251,Leslie,Brooklyn,Brooklyn Heights,40.70099,-73.99532,Entire home/apt,100,31,0,,,2,310
30048506,Beautiful! 3 bed 2bath 5min JFK & Resorts Casino,44682387,Sky,Queens,Jamaica,40.67196,-73.77821,Entire home/apt,155,1,59,2019-06-26,7.6,2,287
30048716,"Come live in, Brooklyn",225749624,Jonathan,Brooklyn,Bedford-Stuyvesant,40.69233,-73.94366,Private room,70,1,1,2018-12-01,0.14,1,0
30049755,"Bright, spacious and comfortable with open view",5326571,Ines,Queens,Ditmars Steinway,40.77751,-73.90956,Private room,85,2,2,2019-05-31,0.29,2,278
30049817,Modern Manhattan Apartment,140830391,Jay,Manhattan,Inwood,40.86159,-73.92686,Private room,60,1,15,2019-06-24,2.01,9,89
30057248,Beautiful Private bedroom for rent in Bushwick,221645033,Afrah,Brooklyn,Bushwick,40.70094,-73.91992,Private room,59,1,1,2019-05-31,0.75,5,148
30057380,Brooklyn Bed and Breakfast next to Prospect Park,14022130,Farah,Brooklyn,Prospect-Lefferts Gardens,40.65646,-73.95229,Entire home/apt,115,2,1,2018-12-26,0.15,1,0
30058948,家庭式旅馆獨立衛生間套房K,225889604,Fiona,Queens,Flushing,40.76345,-73.828,Private room,73,1,5,2019-06-18,1.17,5,87
30059270,Beautiful 1 bedroom in Ridgewood's heart.,225891200,Judit,Queens,Ridgewood,40.70947,-73.90039,Private room,75,2,0,,,1,0
30059328,Two Blocks from Washington Square Park!!,41194120,Melissa,Manhattan,Greenwich Village,40.72978,-73.99982,Entire home/apt,275,1,4,2019-05-26,0.61,1,0
30059491,Cozy Brooklyn Nook,46093850,Caroline,Brooklyn,Bedford-Stuyvesant,40.68137,-73.95714,Private room,100,1,2,2018-12-29,0.26,1,311
30059579,Night away,157093664,Zulema,Queens,St. Albans,40.69866,-73.76759,Private room,59,1,0,,,2,365
30060150,Private room in trendy neighborhood,129902279,Catalina,Brooklyn,Sunset Park,40.65977,-73.99087,Private room,40,8,7,2019-06-12,0.96,1,66
30060474,Largest High Ceiling Furnished Room in Bushwick,29765186,Raoul&Nats,Brooklyn,Bedford-Stuyvesant,40.6972,-73.93613,Private room,75,2,6,2019-06-14,0.86,1,84
30060926,3bdrm cozy attic 15 mins from jfk & Belmont track,160940380,Adeola,Queens,St. Albans,40.69869,-73.749,Entire home/apt,250,3,4,2019-06-09,0.63,3,348
30062210,Cozy Four Twenty Friendly Bedroom in Brooklyn,225913497,Mamadou,Brooklyn,Bedford-Stuyvesant,40.67966,-73.90755,Private room,28,3,1,2019-01-01,0.16,1,0
30062344,Peaceful Greenpoint  sanctuary,49290775,Wira,Brooklyn,Greenpoint,40.73561,-73.95873,Entire home/apt,150,3,3,2019-04-13,0.48,1,42
30062477,FEMALE SHARED ROOM 30 minutes to Times Square,172369331,Abby,Brooklyn,Sheepshead Bay,40.59823,-73.95909,Shared room,30,2,5,2019-06-12,0.66,10,0
30062478,Chelsea Hudson yards Highline adorable apartment,225913271,Kristie,Manhattan,Chelsea,40.7507,-74.00261,Entire home/apt,170,3,6,2019-06-30,0.84,1,170
30062776,"Center of Flushing, Queens,  Near Sheraton Hotel",169472089,Betty,Queens,Flushing,40.76079,-73.83387,Private room,90,3,1,2019-01-06,0.16,2,90
30063499,Large room w private bath <10 mins to Main St!,188575380,Nina,Queens,Flushing,40.76068,-73.82233,Private room,66,2,19,2019-06-24,2.73,1,312
30063759,Cozy Manhattan Hideaway,14859699,Beau Augusto,Manhattan,Washington Heights,40.83649,-73.94383,Private room,29,134,0,,,1,0
30063808,Williamsburg Full-Floor Vintage Loft,16072607,Matthew,Brooklyn,Williamsburg,40.70901,-73.9676,Entire home/apt,300,4,2,2019-04-20,0.32,1,161
30064021,Modern Harlem Haven,225926055,Stacie,Manhattan,Harlem,40.82199,-73.95632,Entire home/apt,120,5,1,2019-01-02,0.16,1,0
30064378,Entire 1- Bedroom Apt. in the Heart of Astoria.,148298029,Jennifer,Queens,Astoria,40.76529,-73.91137,Entire home/apt,103,5,1,2019-01-01,0.16,1,0
30064760,Spacious Sunny Bedroom in Bushwick/Ridgewood,12625398,Marcela,Queens,Ridgewood,40.70581,-73.90978,Private room,43,2,4,2019-04-21,0.55,1,0
30064922,Luxury Bay Ridge Rentals,225930875,Emad,Brooklyn,Bay Ridge,40.62951,-74.02319,Entire home/apt,165,7,0,,,1,126
30065004,Charles' Chillspot 2guests/ min per stay,225933854,Charles,Queens,Briarwood,40.70742,-73.81345,Entire home/apt,55,1,11,2019-07-02,1.42,1,40
30065027,Peaceful and Stylish Oasis in the West Village,16403250,Alberto,Manhattan,West Village,40.73334,-74.00098,Entire home/apt,240,4,18,2019-07-04,4.19,1,24
30065172,"Bedroom in cosy apt in Williamsburg, Brooklyn",49546136,Victoire,Brooklyn,Williamsburg,40.71235,-73.95764,Private room,79,4,0,,,1,0
30065616,"Bright Room, next to subway, 15 mins to NYC",737641,Sasha,Brooklyn,Bushwick,40.69874,-73.93589,Private room,50,2,30,2019-06-25,3.98,1,0
30065947,Comfortable room with private entrance,4460107,Julia,Brooklyn,Greenpoint,40.72745,-73.9483,Entire home/apt,85,3,4,2019-02-23,0.53,1,0
30066243,Room in the heart of Harlem,225942423,Zainab,Manhattan,Harlem,40.80652,-73.94937,Private room,68,1,33,2019-07-01,4.25,1,19
30066459,"Upper West Side, NYC",10273945,Camila,Manhattan,Morningside Heights,40.80741,-73.96658,Entire home/apt,150,13,1,2018-11-19,0.13,1,0
30066865,Lovely new Renovation  Stylish apartment 2 floor,212147885,Alisa,Brooklyn,Cypress Hills,40.6765,-73.9063,Entire home/apt,150,3,9,2019-05-26,1.27,2,179
30067029,UPPER EAST SIDE!! MANHATTAN!!,151300770,Joe,Manhattan,Upper East Side,40.77829,-73.95093,Private room,150,5,5,2019-07-02,0.66,4,272
30067209,Just for you,222054756,Dora,Queens,Rego Park,40.72637,-73.86829,Private room,60,3,1,2019-01-01,0.16,1,89
30067470,THE ❤️  OF NYC AWAITS--ASK ABOUT MY SUMMER SALE,224884160,Nbeki,Manhattan,Hell's Kitchen,40.76193,-73.99147,Entire home/apt,499,2,14,2019-06-23,1.98,1,236
30067550,1 Sunny Sublet in Crown Heights 3 BR Apt,7569336,Simona,Brooklyn,Crown Heights,40.66988,-73.94682,Private room,60,20,1,2018-11-30,0.14,1,64
30067603,"Comfortable, Jazzy, Netflix",45835291,Shareef,Manhattan,Harlem,40.82411,-73.95441,Private room,47,8,31,2019-06-30,4.04,6,270
30067767,UPPER EAST SIDE in NYC!!!,151300770,Joe,Manhattan,Upper East Side,40.77954,-73.95127,Private room,150,5,5,2019-05-20,0.79,4,267
30068066,MANHATTAN! NEW YORK CITY!,151300770,Joe,Manhattan,Upper East Side,40.78006,-73.95046,Private room,150,5,7,2019-06-19,0.96,4,293
30068829,Midtown West - Sunny Queen Room,224414117,Gabriel,Manhattan,Hell's Kitchen,40.75659,-73.99988,Private room,179,1,27,2019-06-23,3.45,30,327
30069021,Midtown West - Cozy Double Double Room,224414117,Gabriel,Manhattan,Hell's Kitchen,40.75753,-73.99701,Private room,199,1,25,2019-06-23,3.21,30,324
30069091,"Work Friendly, Private Bathroom and Kitchen",225963659,Alexander,Brooklyn,Bushwick,40.69538,-73.92501,Private room,59,20,0,,,1,0
30069635,"Chic, spacious, private home away from home!",101367917,Colleen,Queens,Astoria,40.76589,-73.92259,Private room,150,2,4,2019-04-28,0.55,1,0
30070126,✩Prime Renovated 1/1 Apartment in Upper East Side✩,4968673,Sean,Manhattan,Upper East Side,40.76831,-73.95929,Entire home/apt,200,5,2,2019-05-26,0.68,1,71
30071389,Lothlorien,224513581,Gaia,Brooklyn,Bedford-Stuyvesant,40.67752,-73.90886,Private room,26,30,0,,,2,250
30071646,Bright Spacious Brooklyn Room with Living Room,38250051,Carrie,Brooklyn,Sunset Park,40.65978,-73.99406,Private room,50,3,3,2019-04-07,0.43,1,0
30071822,"Entire Private 1 Bdrm, 1 Bath & 1000 SQFT Backyard",24864537,Jocelyn,Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.94985,Entire home/apt,100,3,10,2019-06-21,1.32,1,25
30071866,Brooklyn based 1 bedroom apartment,22723123,Maximilian,Brooklyn,Downtown Brooklyn,40.69115,-73.98466,Entire home/apt,99,3,1,2019-04-28,0.41,1,31
30071905,Amazing Central Park Apartment Close to everything,78325795,Bozhena,Manhattan,Harlem,40.80616,-73.95007,Entire home/apt,269,1,29,2019-07-03,3.88,3,1
30071972,Beautiful room Williamsburg Brooklyn NY,192181166,Elisa,Brooklyn,Williamsburg,40.70685,-73.94231,Private room,60,150,2,2019-01-13,0.32,2,0
30077994,GEM BnB Cozy Comfort 3 Br House near JFK,221764359,Graham,Queens,Springfield Gardens,40.66635,-73.76622,Entire home/apt,300,1,5,2019-05-26,0.66,1,154
30081034,Greenpoint Brooklyn,226035811,Samantha,Brooklyn,Greenpoint,40.72778,-73.94781,Private room,200,7,0,,,1,0
30081150,"Huge Private Bedroom, Manhattan Washington Heights",3421779,Kfir,Manhattan,Washington Heights,40.83856,-73.94186,Private room,109,1,2,2018-12-15,0.29,1,270
30082832,Cozy 2BD Parlor Level w/ Deck Apt in Brooklyn,226048286,Denise,Brooklyn,Clinton Hill,40.69415,-73.96581,Entire home/apt,250,2,30,2019-07-06,5.29,1,274
30082958,NYC★GREATVALUE★STEPSFROMTRAIN★QUEENtempurpedicBED,73183897,Michael,Staten Island,Dongan Hills,40.58415,-74.10503,Entire home/apt,70,3,14,2019-07-06,1.81,1,51
30084221,"Live in the heart of East Village, Manhatan",44642799,Judith,Manhattan,East Village,40.72818,-73.98075,Entire home/apt,225,3,2,2019-01-03,0.31,1,0
30084269,Private Large Bedroom in Brooklyn,12171344,Marta,Brooklyn,Crown Heights,40.66655,-73.95005,Private room,85,2,7,2019-07-03,0.99,2,27
30084665,Fuhgettaboutit! No hidden fees+HBOShowtime-1 guest,37401126,Leah,Brooklyn,East Flatbush,40.64251,-73.93926,Private room,50,2,32,2019-06-24,4.47,4,358
30085136,1 BR in historical Brownstone with terrace/garden,198707356,Stephen,Manhattan,Harlem,40.81756,-73.9452,Private room,99,14,2,2019-04-26,0.32,1,36
30085665,家庭式雙人房K,225889604,Fiona,Queens,Flushing,40.76506,-73.82757,Private room,65,1,3,2019-05-26,0.42,5,85
30085711,Elegant Park Slope 1b steps from Barclays,114043000,Jeff,Brooklyn,Park Slope,40.67989,-73.97922,Private room,120,2,12,2019-03-06,1.57,1,89
30085865,Cozy 1 bedroom apartment in Fort Greene,75479604,Alyssa,Brooklyn,Fort Greene,40.69473,-73.97225,Entire home/apt,175,1,1,2018-12-30,0.16,2,0
30086057,Spacious  Room / ✰ Prime Williamsburg ✰ / NYC,5179523,Max,Brooklyn,Williamsburg,40.71027,-73.95293,Private room,75,1,0,,,3,43
30086614,"private room in clean, homey apartment",3147746,Elise,Manhattan,Washington Heights,40.8444,-73.93654,Private room,27,29,1,2018-11-20,0.13,1,124
30086617,4-person apartment in Upper East Side/East Harlem,187567357,Tim,Manhattan,East Harlem,40.7947,-73.94115,Entire home/apt,160,1,0,,,1,0
30086862,Light Massive Sanctuary,224637257,Shep,Brooklyn,Flatbush,40.64544,-73.95731,Private room,95,2,3,2019-05-19,0.4,2,180
30087377,Prime West Village Boutique Apartment,14379366,Perry,Manhattan,West Village,40.7363,-74.00494,Entire home/apt,340,30,2,2019-06-14,0.46,1,100
30087397,Beautiful and Cozy Space,35319788,Kiran,Manhattan,Upper West Side,40.80052,-73.9706,Private room,100,2,8,2019-04-27,1.06,1,0
30088291,Room in Sunny Prime Williamsburg Pad,218511630,Carlos,Brooklyn,Williamsburg,40.71465,-73.95499,Private room,75,2,11,2019-05-20,1.9,3,0
30088310,Private Bedroom in a Quintessential UWS Apartment,2723489,Leslie,Manhattan,Upper West Side,40.80055,-73.96876,Private room,80,2,3,2019-01-03,0.42,1,0
30088327,Lower East Side luxury one bedroom apartment,75404627,Nadia,Manhattan,Lower East Side,40.71022,-73.99163,Entire home/apt,195,3,14,2019-06-10,1.93,1,158
30088359,Spacious studio across from Morningside Park,10842596,Ruth,Manhattan,Morningside Heights,40.80218,-73.95904,Entire home/apt,100,1,24,2019-07-07,3.09,1,1
30088906,Safe and Sound Studio in the Big Apple,226088610,Cynthia,Manhattan,Upper East Side,40.76812,-73.95093,Entire home/apt,150,7,0,,,1,365
30089134,NYC House rent,225616368,Jafor,Queens,Woodside,40.74217,-73.90218,Entire home/apt,136,2,17,2019-07-06,2.25,1,348
30089412,Private 2 bedroom apartment with outdoor space ..,156481014,Nyesha,Brooklyn,Clinton Hill,40.6819,-73.96007,Entire home/apt,250,2,16,2019-06-30,2.18,1,78
30089600,Spacious Apt with Charm & Character,113569564,Talia,Bronx,Riverdale,40.88511,-73.90831,Entire home/apt,175,3,5,2019-04-08,0.77,1,0
30089810,Private Room in Beautiful 3000 sq ft Loft!,14413778,Allegra,Manhattan,Nolita,40.72192,-73.99418,Private room,307,3,1,2018-11-22,0.13,2,363
30089955,Amazing City View Ultra Luxury One Bed in Midtown,50046186,Jesse,Manhattan,Midtown,40.74933,-73.98467,Entire home/apt,600,2,1,2018-12-16,0.15,1,0
30090198,"ENTIRE one-bedrm apartment. Cozy, chic, spacious!",17617821,Julie,Brooklyn,Crown Heights,40.67775,-73.94913,Entire home/apt,99,4,5,2019-06-10,0.77,1,23
30091241,Tribeca - Large 4 bedroom 2 bathroom for Xmas/NY,102655617,Mahesh,Manhattan,Tribeca,40.71546,-74.00856,Entire home/apt,2000,1,1,2019-01-01,0.16,1,0
30091313,家庭式單間雙人床K,225889604,Fiona,Queens,Flushing,40.76339,-73.82831,Private room,55,1,7,2019-05-11,0.95,5,85
30091592,Best view near Times Square,16768238,Julio Adrian,Manhattan,Hell's Kitchen,40.75975,-73.9944,Private room,215,2,0,,,1,0
30091823,Cozy Soho Walk Up,122053964,Madeline,Manhattan,SoHo,40.72355,-74.0032,Entire home/apt,200,2,0,,,1,0
30092606,Time Square West - Double Double Room,224414117,Gabriel,Manhattan,Hell's Kitchen,40.75665,-73.99838,Private room,129,1,18,2019-05-05,2.4,30,140
30093042,Spacious 1BR close to the subway,15823232,Nicolas,Brooklyn,Crown Heights,40.67698,-73.94414,Private room,99,2,2,2019-03-03,0.29,3,78
30093274,家庭式獨立衛生間套房G,225889604,Fiona,Queens,Flushing,40.76548,-73.82764,Private room,82,1,2,2019-06-09,0.31,5,85
30093843,Johns place,2286764,John,Queens,Woodside,40.75542,-73.90716,Entire home/apt,125,3,14,2019-06-13,2.05,1,42
30094586,"Stay for a day, or two (or +), totally up to you!",41326201,Crú,Queens,Ridgewood,40.69845,-73.90838,Private room,150,1,14,2019-06-30,1.89,1,89
30094688,Luxurious Brooklyn Office,225943653,Oswin,Brooklyn,Bedford-Stuyvesant,40.68515,-73.94743,Entire home/apt,151,1,1,2018-11-28,0.13,1,179
30094802,Very spacious 1 BR with lots of sunlight,15823232,Nicolas,Brooklyn,Crown Heights,40.6773,-73.94465,Private room,99,2,1,2019-05-21,0.6,3,84
30096719,Small studio in historic Clinton Hill,188896,Ellen,Brooklyn,Clinton Hill,40.6887,-73.96668,Entire home/apt,98,1,32,2019-07-02,4.1,2,257
